dgp,T,S,N,s_est_mean,s_est_sd,mise_mean,mise_sd,mdcj_mean,mdcj_sd,hd_mean,hd_sd,s_0,additional_info
2,33,1,30,2.814,2.03954000865239,0.0163722415199202,0.0141753372697342,0,0,6.554,6.1166912480235,0,nsim = 500
2,33,1,60,1.422,0.877185789795776,0.00391273916154407,0.00464863992365425,0,0,2.172,4.34697692849107,0,rng = 0
2,33,1,120,1.064,0.322664259639796,0.00110317001842739,0.00142106516755086,0,0,0.388,1.95271149029463,0,n.grid = 25
2,33,1,300,1.004,0.0631821491240675,0.000362218697586444,0.000392808446131594,0,0,0.032,0.632278064701128,0,ellapsed time = 119666.8448
2,33,2,30,3.788,1.96947039258134,0.0180585685391303,0.0141090011503365,0,0,3.94,3.69373623513503,0,
2,33,2,60,2.486,0.898564876720291,0.00517880903674242,0.00512889116908076,0,0,1.56,2.87662126457405,0,
2,33,2,120,2.098,0.341510261217776,0.00158158333944164,0.00163375662257305,0,0,0.348,1.35889262944381,0,
2,33,2,300,2.01,0.0995983919516716,0.00055443618688522,0.000525689106298239,0,0,0.046,0.548165093689739,0,
2,33,3,30,4.778,1.79866238431382,0.0190993712412452,0.0129148284967164,0,0,3.096,2.65648222196031,0,
2,33,3,60,3.446,0.862886519939085,0.00578138459503677,0.00517724629097245,0,0,0.962,1.80529059940404,0,
2,33,3,120,3.112,0.379135182980884,0.00206239798463662,0.00186516022445303,0,0,0.276,1.04977524075977,0,
2,33,3,300,3.004,0.0631821491240702,0.000665718070733361,0.000481986031582455,0,0,0.012,0.227947186514068,0,
2,65,1,30,1.604,1.38239141057229,0.00505940116648657,0.007388308936373,0,0,4.864,9.422476858039,0,
2,65,1,60,1.112,0.3895632413846,0.00127592222949658,0.00164126535582362,0,0,1.364,5.28387572576899,0,
2,65,1,120,1.006,0.0999198075251939,0.000428125062473576,0.000514815928187496,0,0,0.1,1.5909312129217,0,
2,65,1,300,1,0,0.000180367497410606,0.000182045626774783,0,0,0,0,0,
2,65,2,30,2.592,1.12608709445077,0.00601996692405333,0.00647432121834172,0,0,3.198,5.74463206786913,0,
2,65,2,60,2.132,0.43698731770117,0.00183756391466495,0.00195335250739409,0,0,0.83,3.1074769227866,0,
2,65,2,120,2.014,0.117608092096817,0.00073575855773365,0.000686507956680566,0,0,0.18,1.58765275881256,0,
2,65,2,300,2,0,0.000267252797806014,0.000210171834870215,0,0,0,0,0,
2,65,3,30,3.64,1.24960915733368,0.006875460892402,0.00654755614521472,0,0,2.522,4.42998482289298,0,
2,65,3,60,3.11,0.382351127590254,0.00215822606915257,0.0019396086829214,0,0,0.578,2.21940702329927,0,
2,65,3,120,3.014,0.117608092096817,0.000910591618264782,0.000682649214478758,0,0,0.092,0.83722032688624,0,
2,65,3,300,3,0,0.00034855838458631,0.000239340408243451,0,0,0,0,0,
2,129,1,30,1.094,0.391753675009907,0.00121321450484073,0.00167695539636316,0,0,1.898,8.68160910622833,0,
2,129,1,60,1.01,0.0995983919516711,0.000472798856221704,0.000532024748881892,0,0,0.192,2.69920495976679,0,
2,129,1,120,1,0,0.000205616318071636,0.000210446649881521,0,0,0,0,0,
2,129,1,300,1,0,8.43635049486885e-05,8.09382614100904e-05,0,0,0,0,0,
2,129,2,30,2.132,0.45053519721311,0.00179175921184348,0.00198390505205696,0,0,1.636,6.06705218738796,0,
2,129,2,60,2.016,0.140654069028481,0.000732471597371292,0.000695806380573137,0,0,0.386,3.40237509875458,0,
2,129,2,120,2.002,0.0447213595499968,0.000330791334444924,0.000295196244057424,0,0,0.048,1.0733126291999,0,
2,129,2,300,2,0,0.000136756657808873,0.000113901888480415,0,0,0,0,0,
2,129,3,30,3.128,0.409819355091503,0.00228715991209327,0.00207456049143539,0,0,1.388,4.71060884295679,0,
2,129,3,60,3.01,0.118016336629394,0.000867475902713642,0.000680042397957075,0,0,0.08,1.06011683101005,0,
2,129,3,120,3,0,0.000439137702809439,0.000306624089503271,0,0,0,0,0,
2,129,3,300,3,0,0.000169578631339609,0.00012149880175351,0,0,0,0,0,
3,33,1,30,2.912,2.07481703565951,0.0172898840741786,0.0146145527196625,0,0,7.09,6.15220279236606,0,
3,33,1,60,1.444,0.867391916883568,0.00395073988393856,0.0047334197794252,0,0,2.53,4.77311903587804,0,
3,33,1,120,1.084,0.318035049303014,0.00120105276285072,0.00151767886828364,0,0,0.602,2.56295405088228,0,
3,33,1,300,1.008,0.0891734478845316,0.000351497361269032,0.000385659568082185,0,0,0.078,0.888535305983932,0,
3,33,2,30,3.698,1.87985736891258,0.0175969722238519,0.014331711237091,0,0,3.936,3.70666733947505,0,
3,33,2,60,2.516,0.931385504458724,0.00516851741437718,0.00495566210258124,0,0,1.648,2.86225103055687,0,
3,33,2,120,2.08,0.285943223479957,0.00163646273947185,0.00158720666525553,0,0,0.334,1.39941442090715,0,
3,33,2,300,2.004,0.0631821491240666,0.000520290514951075,0.000443433775712041,0,0,0.012,0.199839615050387,0,
3,33,3,30,4.732,1.86309372723783,0.0192809425030383,0.0139212756462864,0,0,2.83,2.67346120031302,0,
3,33,3,60,3.46,0.856660805378034,0.00574674116477211,0.00497120870222161,0,0,1.008,1.85764304303887,0,
3,33,3,120,3.082,0.308977238429848,0.00196655633820103,0.00173393190629189,0,0,0.23,0.935334004192512,0,
3,33,3,300,3.006,0.0773042812773494,0.000693456561376975,0.000547380783655497,0,0,0.024,0.328084255271591,0,
3,65,1,30,1.53,1.16954507024855,0.00456509888533584,0.00645650213235009,0,0,4.814,9.32874347968791,0,
3,65,1,60,1.102,0.394851637493455,0.00131660432453218,0.00187793566805047,0,0,1.41,5.54394902046213,0,
3,65,1,120,1.008,0.0891734478845316,0.000458946107532311,0.000526471410948192,0,0,0.098,1.43963227324353,0,
3,65,1,300,1,0,0.000171909172801333,0.000175801186541039,0,0,0,0,0,
3,65,2,30,2.664,1.20582420943025,0.00624784474654747,0.00664970670126424,0,0,3.526,5.95686936109651,0,
3,65,2,60,2.094,0.330730654054114,0.00165523531985513,0.00175614351830234,0,0,0.708,2.90372161172465,0,
3,65,2,120,2.016,0.12560076075488,0.000709981736021214,0.000597311077696335,0,0,0.164,1.48914038228648,0,
3,65,2,300,2,0,0.000280887348064783,0.000239373880279131,0,0,0,0,0,
3,65,3,30,3.686,1.17906079942362,0.00722611171600484,0.00656865438639493,0,0,2.648,4.26996031857961,0,
3,65,3,60,3.114,0.435181301908829,0.00223692512315211,0.0021078007680332,0,0,0.514,2.01343284557675,0,
3,65,3,120,3.024,0.165767783105863,0.000908270128483108,0.000730872225490732,0,0,0.124,0.962536728601987,0,
3,65,3,300,3.002,0.0447213595499867,0.000346653756674439,0.000243611466543406,0,0,0.024,0.53665631459995,0,
3,129,1,30,1.088,0.405690978875155,0.0012244371785842,0.00186196575609004,0,0,2.146,9.39197009175438,0,
3,129,1,60,1.012,0.108994309571822,0.000463971375013432,0.000551321762655523,0,0,0.376,3.85127103397752,0,
3,129,1,120,1.006,0.0773042812773502,0.000229020622719293,0.00026594697862782,0,0,0.094,1.50255760579002,0,
3,129,1,300,1,0,8.81148987803083e-05,0.000100275798514218,0,0,0,0,0,
3,129,2,30,2.096,0.339137181765892,0.00175863432819055,0.00179051465126988,0,0,1.572,6.08101747630232,0,
3,129,2,60,2.022,0.159897261604247,0.000705711111309474,0.000670074760504242,0,0,0.402,3.20201527223204,0,
3,129,2,120,2,0,0.000334304728238841,0.00026917394541659,0,0,0,0,0,
3,129,2,300,2,0,0.000119317208237065,9.93932481432848e-05,0,0,0,0,0,
3,129,3,30,3.144,0.485525973498723,0.00232337259525263,0.00217580533074694,0,0,1.25,4.34110474197082,0,
3,129,3,60,3.024,0.198753631443616,0.000937261994584974,0.000882556909056702,0,0,0.264,2.12870071486504,0,
3,129,3,120,3,0,0.000443847462779182,0.000306293138322883,0,0,0,0,0,
3,129,3,300,3,0,0.000171081067643994,0.000123838445778291,0,0,0,0,0,
4,33,1,30,1.028,0.165137945615671,0.00128598514201451,0.00160444054436614,0,0,0.24,1.5643831337554,0,
4,33,1,60,1.002,0.0447213595499956,0.00059122145142233,0.000597935029233985,0,0,0.02,0.447213595499958,0,
4,33,1,120,1,0,0.000285830966779064,0.000285100596396754,0,0,0,0,0,
4,33,1,300,1,0,0.000110565043409749,0.000106954139303482,0,0,0,0,0,
4,33,2,30,2.024,0.153202290726241,0.0018251182958348,0.00176713002221558,0,0,0.096,0.729278887251497,0,
4,33,2,60,2.004,0.0631821491240666,0.000873075814417591,0.000739751265628454,0,0,0.008,0.126364298248134,0,
4,33,2,120,2,0,0.000410500028135273,0.000328785618952253,0,0,0,0,0,
4,33,2,300,2,0,0.000169942376692603,0.000147330707352253,0,0,0,0,0,
4,33,3,30,3.044,0.214840202534932,0.0024783556106238,0.00204292987258027,0,0,0.124,0.693964822126235,0,
4,33,3,60,3.004,0.0631821491240702,0.00112427089020639,0.000798751603330889,0,0,0.012,0.199839615050387,0,
4,33,3,120,3,0,0.000572777471745025,0.000454294312926097,0,0,0,0,0,
4,33,3,300,3,0,0.000226283874237113,0.000153058071429405,0,0,0,0,0,
4,65,1,30,1.002,0.0447213595499956,0.000582157635277203,0.000619038442108468,0,0,0.052,1.16275534829989,0,
4,65,1,60,1,0,0.000307538673592787,0.000316770174302012,0,0,0,0,0,
4,65,1,120,1,0,0.000139383557746816,0.00013847604860218,0,0,0,0,0,
4,65,1,300,1,0,5.69294819757102e-05,5.65349831863211e-05,0,0,0,0,0,
4,65,2,30,2,0,0.000879754036339928,0.000701591770415329,0,0,0,0,0,
4,65,2,60,2,0,0.000417890592892876,0.00035406164811939,0,0,0,0,0,
4,65,2,120,2,0,0.000213267827077031,0.000185522032823248,0,0,0,0,0,
4,65,2,300,2,0,8.74833969434174e-05,6.95340722544021e-05,0,0,0,0,0,
4,65,3,30,3.002,0.0447213595499867,0.00116813588529235,0.000898108260927554,0,0,0.026,0.581377674149945,0,
4,65,3,60,3,0,0.000570883739434609,0.000391728348946573,0,0,0,0,0,
4,65,3,120,3,0,0.000285847576729893,0.000198921234358669,0,0,0,0,0,
4,65,3,300,3,0,0.000114984471399054,7.9600953080705e-05,0,0,0,0,0,
4,129,1,30,1,0,0.000308768460124778,0.000305756502985156,0,0,0,0,0,
4,129,1,60,1,0,0.000140194679588837,0.000138305138418336,0,0,0,0,0,
4,129,1,120,1,0,7.29565436215277e-05,6.89280302860902e-05,0,0,0,0,0,
4,129,1,300,1,0,2.82039733694506e-05,2.86486881789888e-05,0,0,0,0,0,
4,129,2,30,2,0,0.000448588668823608,0.000382323343861179,0,0,0,0,0,
4,129,2,60,2,0,0.000215734607917832,0.000174253510976065,0,0,0,0,0,
4,129,2,120,2,0,0.000106682661957956,8.88398842297853e-05,0,0,0,0,0,
4,129,2,300,2,0,4.78045133742916e-05,3.69110673370646e-05,0,0,0,0,0,
4,129,3,30,3,0,0.000579222930619385,0.000428544231690168,0,0,0,0,0,
4,129,3,60,3,0,0.000280476429362318,0.000212056853251588,0,0,0,0,0,
4,129,3,120,3,0,0.000146354547670963,9.88252564683415e-05,0,0,0,0,0,
4,129,3,300,3,0,5.53732782994881e-05,3.988086245547e-05,0,0,0,0,0,
5,33,1,30,2.498,2.21173677437398,0.0128767531955614,0.0157889658428467,0,0,5.014,6.11855190014021,0,
5,33,1,60,1.802,1.60747128367996,0.00541639844461604,0.00848172801588159,0,0,2.816,5.02599893858538,0,
5,33,1,120,1.568,1.25559908335274,0.00284322258995646,0.00514392523770001,0,0,2.244,4.71730536852129,0,
5,33,1,300,1.722,1.48900983898737,0.00211244232922573,0.00381170572141215,0,0,2.562,4.98757534435634,0,
5,33,2,30,3.394,1.89999578103107,0.0144451328940416,0.015150270371232,0,0,3,3.67027817525696,0,
5,33,2,60,2.782,1.48421082179287,0.00608344760738292,0.00805016948868559,0,0,1.658,2.86801097870073,0,
5,33,2,120,2.752,1.57971104128188,0.00388851054607782,0.00599053840018202,0,0,1.568,3.01256154362168,0,
5,33,2,300,2.826,1.58516544846208,0.0025435926641424,0.00404679608339958,0,0,1.682,3.14526013592601,0,
5,33,3,30,4.534,2.02905844083226,0.0159355188030924,0.0157119575977518,0,0,2.252,2.63636052041203,0,
5,33,3,60,4.076,1.76194008573829,0.00811912691436339,0.00961945163251353,0,0,1.638,2.42460582917177,0,
5,33,3,120,3.71,1.30894104271606,0.00413222656250167,0.00552257290545364,0,0,1.22,2.21481620493514,0,
5,33,3,300,3.852,1.5947358291358,0.00271650810662135,0.00407115246967891,0,0,1.244,2.2659950280029,0,
5,65,1,30,1.62,1.48188797956119,0.00458390154576734,0.00739941671245597,0,0,4.542,9.57682971210564,0,
5,65,1,60,1.344,1.16978664789918,0.00193867864416419,0.00388923341876499,0,0,2.344,6.96755032382473,0,
5,65,1,120,1.174,0.666793241157186,0.000831661120565321,0.00177232590697405,0,0,1.382,5.52568025536849,0,
5,65,1,300,1.218,0.799847179792518,0.000538992759216857,0.0014411516600226,0,0,1.702,6.46349359858877,0,
5,65,2,30,2.66,1.69414883660236,0.00521439513279884,0.00814591048708179,0,0,2.758,5.7718336885479,0,
5,65,2,60,2.392,1.27969184667438,0.00236415531382977,0.004463168352161,0,0,1.262,3.98913303422303,0,
5,65,2,120,2.21,0.794457251618549,0.0010794749628593,0.00207757444068018,0,0,0.87,3.52277161332939,0,
5,65,2,300,2.232,0.731605421648837,0.000638195919951808,0.0013797974179348,0,0,0.904,3.50018379133815,0,
5,65,3,30,3.826,1.68207692021829,0.00669798347298584,0.00861821879151246,0,0,2.35,4.35539193158957,0,
5,65,3,60,3.408,1.03521947369504,0.00281483752584544,0.00398149633204595,0,0,1.162,3.13039210154556,0,
5,65,3,120,3.262,0.778825486406649,0.00131945386336989,0.0019955522862769,0,0,0.672,2.34935201913626,0,
5,65,3,300,3.286,0.865854148695741,0.000804666293300091,0.00162904088544982,0,0,0.778,2.72903118751781,0,
5,129,1,30,1.214,1.05566702408073,0.00162841470053766,0.00365100333104788,0,0,2.474,9.98101022593708,0,
5,129,1,60,1.074,0.415776068910848,0.000689510443358529,0.00127967470065911,0,0,0.95,6.58104248888282,0,
5,129,1,120,1.048,0.343412090246478,0.000324310073659087,0.000746853461342559,0,0,0.604,5.05274623239461,0,
5,129,1,300,1.034,0.353686567990295,0.000137046935227004,0.00042567716549552,0,0,0.384,4.60205408525445,0,
5,129,2,30,2.208,0.854515296987462,0.00197345136151238,0.00343301196505542,0,0,1.808,7.18989047552883,0,
5,129,2,60,2.122,0.858247737169585,0.000883147993000895,0.00188957414226846,0,0,0.926,5.36003581778479,0,
5,129,2,120,2.046,0.296749254827171,0.000363842710676611,0.000578533973846149,0,0,0.408,3.22526598614172,0,
5,129,2,300,2.052,0.342828035790903,0.000183571401066822,0.000444948807578908,0,0,0.468,3.8286149695641,0,
5,129,3,30,3.202,0.719883646799856,0.00228454102240527,0.00311288238747264,0,0,1.176,4.43761296392951,0,
5,129,3,60,3.056,0.348003178756817,0.000835640954662398,0.00116619449764231,0,0,0.358,2.78592152032947,0,
5,129,3,120,3.066,0.376733135935005,0.000507440982923836,0.000760428009416938,0,0,0.376,2.36342877852969,0,
5,129,3,300,3.048,0.286111375934054,0.000207410012385832,0.000358517330861862,0,0,0.348,2.84800249937969,0,
6,33,1,30,2.588,2.19725096965442,0.0248664510698132,0.0272848208629499,0,0,5.432,6.19274383067026,0,
6,33,1,60,2.192,2.0502543954769,0.0127984623700647,0.0174153233548753,0,0,3.916,5.72840057488062,0,
6,33,1,120,2.042,1.78735146250003,0.0078455593749102,0.0110658104197642,0,0,3.394,5.5472793887846,0,
6,33,1,300,2.596,2.48377177785902,0.00698090155222077,0.00973307915778452,0,0,4.37,6.01210369018725,0,
6,33,2,30,3.534,2.19419072687216,0.025422827872917,0.0278349202919234,0,0,3.086,3.83039787695633,0,
6,33,2,60,3.202,1.93925692853467,0.0141432491224886,0.0170725002722513,0,0,2.534,3.63528190778902,0,
6,33,2,120,3.144,1.76904580101596,0.00937454973041576,0.0110533067349377,0,0,2.398,3.52198875773607,0,
6,33,2,300,3.58,2.16262662237743,0.00729493569387005,0.00870313770877732,0,0,2.792,3.61425811522184,0,
6,33,3,30,4.598,2.24286801079057,0.0289025665083522,0.0288530401173882,0,0,2.192,2.56911203985865,0,
6,33,3,60,4.36,2.07822955328624,0.0168398338936591,0.0188098576150435,0,0,1.936,2.64686906205489,0,
6,33,3,120,4.078,1.79285936129378,0.00942999721897034,0.0116935289806561,0,0,1.672,2.54428039442411,0,
6,33,3,300,4.584,2.05898587797279,0.0080920471501381,0.00865746045755668,0,0,2.302,2.7629810220587,0,
6,65,1,30,1.796,2.04615676697316,0.00997446885382,0.0167386144178483,0,0,4.3,9.44523291664633,0,
6,65,1,60,1.588,1.52542119417533,0.00499212874688515,0.00876449607267565,0,0,3.604,8.53210276280767,0,
6,65,1,120,1.358,1.25098598387981,0.00233727673522667,0.00528792612595291,0,0,2.366,7.37297535131253,0,
6,65,1,300,1.492,1.31201324593734,0.00179701606145714,0.00372363810811956,0,0,3.396,8.61298735063534,0,
6,65,2,30,2.782,1.74026810179704,0.0112350460879251,0.0147276518907018,0,0,3.108,6.1774312877303,0,
6,65,2,60,2.492,1.28110047883597,0.00529304885610807,0.00769424852357569,0,0,2.034,5.18909408228349,0,
6,65,2,120,2.394,1.09962828479876,0.00290337863076504,0.00486821160635221,0,0,1.448,4.42656582125917,0,
6,65,2,300,2.61,1.34667258608328,0.0023163550460513,0.00377561058491428,0,0,2.498,5.65632247736423,0,
6,65,3,30,3.824,1.98819764101043,0.0129733388642873,0.0183563931714243,0,0,1.922,4.02197321436557,0,
6,65,3,60,3.58,1.39265177195013,0.0064021287933949,0.00862489826488129,0,0,1.604,3.77991527934663,0,
6,65,3,120,3.408,1.05249774489355,0.00324496043630924,0.00459614036020672,0,0,1.076,3.16896017918094,0,
6,65,3,300,3.764,1.75569614053109,0.00281033451456351,0.00473776205446896,0,0,1.79,4.07469093458938,0,
6,129,1,30,1.234,1.02045414071707,0.00440612086526883,0.00713899050660749,0,0,2.53,10.5251440519657,0,
6,129,1,60,1.132,0.698248596278151,0.001945488001876,0.00324357352697906,0,0,1.834,9.4040052440042,0,
6,129,1,120,1.074,0.390934341441932,0.000913474094027658,0.00138712470347106,0,0,1.318,7.82811822021994,0,
6,129,1,300,1.108,0.573579975222246,0.000537817225201138,0.00114852436269335,0,0,1.832,9.48956688998602,0,
6,129,2,30,2.232,0.912052454280299,0.00446681256916136,0.00598289575890271,0,0,1.512,6.06228989058053,0,
6,129,2,60,2.17,0.691416019646963,0.00232678032778337,0.0034586141884275,0,0,1.1,5.24490400637344,0,
6,129,2,120,2.07,0.42598465447913,0.00103046570665538,0.00153740095348564,0,0,0.61,4.15842337550422,0,
6,129,2,300,2.164,0.68266834710882,0.000688676317286773,0.00137283797876232,0,0,1.266,6.13763677406383,0,
6,129,3,30,3.346,1.30448739922987,0.00579282519352085,0.00813067112502916,0,0,1.448,5.24158797398059,0,
6,129,3,60,3.172,0.771755929312407,0.00276345698954364,0.0040445213811397,0,0,0.82,4.0069578763503,0,
6,129,3,120,3.138,0.678141394919235,0.0013330616601424,0.0020705275308176,0,0,0.54,3.07885672245963,0,
6,129,3,300,3.13,0.608144455996039,0.000666940310849711,0.00123965131818772,0,0,0.622,3.51508572517238,0,
